Country,Index,Year,value
CHILE,"TIMSS - Mathematics Achievement, Grade 8",2013,NA
CHILE,"TIMSS - Mathematics Achievement, Grade 8",2014,NA
CHILE,Grade 8 - TIMSS,1990,NA
CHILE,Grade 8 - TIMSS,1991,NA
CHILE,Grade 8 - TIMSS,1992,NA
CHILE,Grade 8 - TIMSS,1993,NA
CHILE,Grade 8 - TIMSS,1994,NA
CHILE,Grade 8 - TIMSS,1995,NA
CHILE,Grade 8 - TIMSS,1996,NA
CHILE,Grade 8 - TIMSS,1997,NA
CHILE,Grade 8 - TIMSS,1998,NA
CHILE,Grade 8 - TIMSS,1999,406
CHILE,Grade 8 - TIMSS,2000,NA
CHILE,Grade 8 - TIMSS,2001,NA
CHILE,Grade 8 - TIMSS,2002,NA
CHILE,Grade 8 - TIMSS,2003,400
CHILE,Grade 8 - TIMSS,2004,NA
CHILE,Grade 8 - TIMSS,2005,NA
CHILE,Grade 8 - TIMSS,2006,NA
CHILE,Grade 8 - TIMSS,2007,438.85
CHILE,Grade 8 - TIMSS,2008,NA
CHILE,Grade 8 - TIMSS,2009,NA
CHILE,Grade 8 - TIMSS,2010,NA
CHILE,Grade 8 - TIMSS,2011,438.87
CHILE,Grade 8 - TIMSS,2012,NA
CHILE,Grade 8 - TIMSS,2013,NA
CHILE,Grade 8 - TIMSS,2014,NA
CHILE,"PISA - Science literacy, Grade 8",1990,NA
CHILE,"PISA - Science literacy, Grade 8",1991,NA
CHILE,"PISA - Science literacy, Grade 8",1992,NA
CHILE,"PISA - Science literacy, Grade 8",1993,NA
CHILE,"PISA - Science literacy, Grade 8",1994,NA
CHILE,"PISA - Science literacy, Grade 8",1995,NA
CHILE,"PISA - Science literacy, Grade 8",1996,NA
CHILE,"PISA - Science literacy, Grade 8",1997,NA
CHILE,"PISA - Science literacy, Grade 8",1998,NA
CHILE,"PISA - Science literacy, Grade 8",1999,NA
CHILE,"PISA - Science literacy, Grade 8",2000,NA
CHILE,"PISA - Science literacy, Grade 8",2001,NA
CHILE,"PISA - Science literacy, Grade 8",2002,NA
CHILE,"PISA - Science literacy, Grade 8",2003,NA
CHILE,"PISA - Science literacy, Grade 8",2004,NA
CHILE,"PISA - Science literacy, Grade 8",2005,NA
CHILE,"PISA - Science literacy, Grade 8",2006,438.18
CHILE,"PISA - Science literacy, Grade 8",2007,NA
CHILE,"PISA - Science literacy, Grade 8",2008,NA
CHILE,"PISA - Science literacy, Grade 8",2009,447.47
CHILE,"PISA - Science literacy, Grade 8",2010,NA
CHILE,"PISA - Science literacy, Grade 8",2011,NA
CHILE,"PISA - Science literacy, Grade 8",2012,444.93
CHILE,"PISA - Science literacy, Grade 8",2013,NA
CHILE,"PISA - Science literacy, Grade 8",2014,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1990,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1991,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1992,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1993,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1994,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1995,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1996,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1997,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1998,NA
CHILE,"PISA - Mathematics literacy, Grade 8",1999,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2000,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2001,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2002,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2003,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2004,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2005,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2006,411.35
CHILE,"PISA - Mathematics literacy, Grade 8",2007,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2008,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2009,421.06
CHILE,"PISA - Mathematics literacy, Grade 8",2010,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2011,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2012,422.63
CHILE,"PISA - Mathematics literacy, Grade 8",2013,NA
CHILE,"PISA - Mathematics literacy, Grade 8",2014,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1990,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1991,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1992,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1993,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1994,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1995,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1996,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1997,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1998,NA
CHILE,"PISA - Overall reading literacy, Grade 8",1999,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2000,409.56
CHILE,"PISA - Overall reading literacy, Grade 8",2001,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2002,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2003,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2004,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2005,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2006,442.09
CHILE,"PISA - Overall reading literacy, Grade 8",2007,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2008,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2009,449.37
CHILE,"PISA - Overall reading literacy, Grade 8",2010,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2011,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2012,441.4
CHILE,"PISA - Overall reading literacy, Grade 8",2013,NA
CHILE,"PISA - Overall reading literacy, Grade 8",2014,NA
CHILE,Grade 8 - PISA,1990,NA
CHILE,Grade 8 - PISA,1991,NA
CHILE,Grade 8 - PISA,1992,NA
CHILE,Grade 8 - PISA,1993,NA
CHILE,Grade 8 - PISA,1994,NA
CHILE,Grade 8 - PISA,1995,NA
CHILE,Grade 8 - PISA,1996,NA
CHILE,Grade 8 - PISA,1997,NA
CHILE,Grade 8 - PISA,1998,NA
CHILE,Grade 8 - PISA,1999,NA
CHILE,Grade 8 - PISA,2000,NA
CHILE,Grade 8 - PISA,2001,NA
CHILE,Grade 8 - PISA,2002,NA
CHILE,Grade 8 - PISA,2003,NA
CHILE,Grade 8 - PISA,2004,NA
CHILE,Grade 8 - PISA,2005,NA
CHILE,Grade 8 - PISA,2006,430.54
CHILE,Grade 8 - PISA,2007,NA
CHILE,Grade 8 - PISA,2008,NA
CHILE,Grade 8 - PISA,2009,439.3
CHILE,Grade 8 - PISA,2010,NA
CHILE,Grade 8 - PISA,2011,NA
CHILE,Grade 8 - PISA,2012,436.32
CHILE,Grade 8 - PISA,2013,NA
CHILE,Grade 8 - PISA,2014,NA
CHILE,PIAAC- Numeracy proficiency,1990,NA
CHILE,PIAAC- Numeracy proficiency,1991,NA
CHILE,PIAAC- Numeracy proficiency,1992,NA
CHILE,PIAAC- Numeracy proficiency,1993,NA
CHILE,PIAAC- Numeracy proficiency,1994,NA
CHILE,PIAAC- Numeracy proficiency,1995,NA
CHILE,PIAAC- Numeracy proficiency,1996,NA
CHILE,PIAAC- Numeracy proficiency,1997,NA
CHILE,PIAAC- Numeracy proficiency,1998,NA
CHILE,PIAAC- Numeracy proficiency,1999,NA
CHILE,PIAAC- Numeracy proficiency,2000,NA
CHILE,PIAAC- Numeracy proficiency,2001,NA
CHILE,PIAAC- Numeracy proficiency,2002,NA
CHILE,PIAAC- Numeracy proficiency,2003,NA
CHILE,PIAAC- Numeracy proficiency,2004,NA
CHILE,PIAAC- Numeracy proficiency,2005,NA
CHILE,PIAAC- Numeracy proficiency,2006,NA
CHILE,PIAAC- Numeracy proficiency,2007,NA
CHILE,PIAAC- Numeracy proficiency,2008,NA
CHILE,PIAAC- Numeracy proficiency,2009,NA
CHILE,PIAAC- Numeracy proficiency,2010,NA
CHILE,PIAAC- Numeracy proficiency,2011,NA
CHILE,PIAAC- Numeracy proficiency,2012,NA
CHILE,PIAAC- Numeracy proficiency,2013,NA
CHILE,PIAAC- Numeracy proficiency,2014,NA
CHILE,PIAAC- Literacy proficiency,1990,NA
CHILE,PIAAC- Literacy proficiency,1991,NA
CHILE,PIAAC- Literacy proficiency,1992,NA
CHILE,PIAAC- Literacy proficiency,1993,NA
CHILE,PIAAC- Literacy proficiency,1994,NA
CHILE,PIAAC- Literacy proficiency,1995,NA
CHILE,PIAAC- Literacy proficiency,1996,NA
CHILE,PIAAC- Literacy proficiency,1997,NA
CHILE,PIAAC- Literacy proficiency,1998,NA
CHILE,PIAAC- Literacy proficiency,1999,NA
CHILE,PIAAC- Literacy proficiency,2000,NA
CHILE,PIAAC- Literacy proficiency,2001,NA
CHILE,PIAAC- Literacy proficiency,2002,NA
CHILE,PIAAC- Literacy proficiency,2003,NA
CHILE,PIAAC- Literacy proficiency,2004,NA
CHILE,PIAAC- Literacy proficiency,2005,NA
CHILE,PIAAC- Literacy proficiency,2006,NA
CHILE,PIAAC- Literacy proficiency,2007,NA
CHILE,PIAAC- Literacy proficiency,2008,NA
CHILE,PIAAC- Literacy proficiency,2009,NA
CHILE,PIAAC- Literacy proficiency,2010,NA
CHILE,PIAAC- Literacy proficiency,2011,NA
CHILE,PIAAC- Literacy proficiency,2012,NA
CHILE,PIAAC- Literacy proficiency,2013,NA
CHILE,PIAAC- Literacy proficiency,2014,NA
CHILE,PIAAC average score,1990,NA
CHILE,PIAAC average score,1991,NA
CHILE,PIAAC average score,1992,NA
CHILE,PIAAC average score,1993,NA
CHILE,PIAAC average score,1994,NA
CHILE,PIAAC average score,1995,NA
CHILE,PIAAC average score,1996,NA
CHILE,PIAAC average score,1997,NA
CHILE,PIAAC average score,1998,NA
CHILE,PIAAC average score,1999,NA
CHILE,PIAAC average score,2000,NA
CHILE,PIAAC average score,2001,NA
CHILE,PIAAC average score,2002,NA
CHILE,PIAAC average score,2003,NA
CHILE,PIAAC average score,2004,NA
CHILE,PIAAC average score,2005,NA
CHILE,PIAAC average score,2006,NA
CHILE,PIAAC average score,2007,NA
CHILE,PIAAC average score,2008,NA
CHILE,PIAAC average score,2009,NA
CHILE,PIAAC average score,2010,NA
CHILE,PIAAC average score,2011,NA
CHILE,PIAAC average score,2012,NA
CHILE,PIAAC average score,2013,NA
CHILE,PIAAC average score,2014,NA
CHILE,Mean socio-economic background of parents,1990,NA
CHILE,Mean socio-economic background of parents,1991,NA
CHILE,Mean socio-economic background of parents,1992,NA
CHILE,Mean socio-economic background of parents,1993,NA
CHILE,Mean socio-economic background of parents,1994,NA
CHILE,Mean socio-economic background of parents,1995,NA
CHILE,Mean socio-economic background of parents,1996,NA
CHILE,Mean socio-economic background of parents,1997,NA
CHILE,Mean socio-economic background of parents,1998,NA
CHILE,Mean socio-economic background of parents,1999,NA
CHILE,Mean socio-economic background of parents,2000,NA
CHILE,Mean socio-economic background of parents,2001,NA
CHILE,Mean socio-economic background of parents,2002,NA
CHILE,Mean socio-economic background of parents,2003,NA
CHILE,Mean socio-economic background of parents,2004,NA
CHILE,Mean socio-economic background of parents,2005,NA
CHILE,Mean socio-economic background of parents,2006,NA
CHILE,Mean socio-economic background of parents,2007,NA
CHILE,Mean socio-economic background of parents,2008,NA
CHILE,Mean socio-economic background of parents,2009,-0.57
CHILE,Mean socio-economic background of parents,2010,NA
CHILE,Mean socio-economic background of parents,2011,NA
CHILE,Mean socio-economic background of parents,2012,-0.58
CHILE,Mean socio-economic background of parents,2013,NA
CHILE,Mean socio-economic background of parents,2014,NA
CHILE,Index of school responsibility for curriculum and assessment,1990,NA
CHILE,Index of school responsibility for curriculum and assessment,1991,NA
CHILE,Index of school responsibility for curriculum and assessment,1992,NA
CHILE,Index of school responsibility for curriculum and assessment,1993,NA
CHILE,Index of school responsibility for curriculum and assessment,1994,NA
CHILE,Index of school responsibility for curriculum and assessment,1995,NA
CHILE,Index of school responsibility for curriculum and assessment,1996,NA
CHILE,Index of school responsibility for curriculum and assessment,1997,NA
CHILE,Index of school responsibility for curriculum and assessment,1998,NA
CHILE,Index of school responsibility for curriculum and assessment,1999,NA
CHILE,Index of school responsibility for curriculum and assessment,2000,NA
CHILE,Index of school responsibility for curriculum and assessment,2001,NA
CHILE,Index of school responsibility for curriculum and assessment,2002,NA
CHILE,Index of school responsibility for curriculum and assessment,2003,NA
CHILE,Index of school responsibility for curriculum and assessment,2004,NA
CHILE,Index of school responsibility for curriculum and assessment,2005,NA
CHILE,Index of school responsibility for curriculum and assessment,2006,NA
CHILE,Index of school responsibility for curriculum and assessment,2007,NA
CHILE,Index of school responsibility for curriculum and assessment,2008,NA
CHILE,Index of school responsibility for curriculum and assessment,2009,-0.09
CHILE,Index of school responsibility for curriculum and assessment,2010,NA
CHILE,Index of school responsibility for curriculum and assessment,2011,NA
CHILE,Index of school responsibility for curriculum and assessment,2012,0.12
CHILE,Index of school responsibility for curriculum and assessment,2013,NA
CHILE,Index of school responsibility for curriculum and assessment,2014,NA
CHILE,School responsibility and autonomy average score,1990,NA
CHILE,School responsibility and autonomy average score,1991,NA
CHILE,School responsibility and autonomy average score,1992,NA
CHILE,School responsibility and autonomy average score,1993,NA
CHILE,School responsibility and autonomy average score,1994,NA
CHILE,School responsibility and autonomy average score,1995,NA
CHILE,School responsibility and autonomy average score,1996,NA
CHILE,School responsibility and autonomy average score,1997,NA
CHILE,School responsibility and autonomy average score,1998,NA
CHILE,School responsibility and autonomy average score,1999,NA
CHILE,School responsibility and autonomy average score,2000,NA
CHILE,School responsibility and autonomy average score,2001,NA
CHILE,School responsibility and autonomy average score,2002,NA
CHILE,School responsibility and autonomy average score,2003,NA
CHILE,School responsibility and autonomy average score,2004,NA
CHILE,School responsibility and autonomy average score,2005,NA
CHILE,School responsibility and autonomy average score,2006,NA
CHILE,School responsibility and autonomy average score,2007,NA
CHILE,School responsibility and autonomy average score,2008,NA
CHILE,School responsibility and autonomy average score,2009,0.18
CHILE,School responsibility and autonomy average score,2010,NA
CHILE,School responsibility and autonomy average score,2011,NA
CHILE,School responsibility and autonomy average score,2012,0.35
CHILE,School responsibility and autonomy average score,2013,NA
CHILE,School responsibility and autonomy average score,2014,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1990,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1991,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1992,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1993,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1994,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1995,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1996,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1997,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1998,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,1999,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2000,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2001,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2002,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2003,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2004,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2005,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2006,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2007,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2008,1
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2009,1
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2010,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2011,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2012,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2013,NA
CHILE,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2014,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1990,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1991,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1992,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1993,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1994,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1995,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1996,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1997,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1998,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1999,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2000,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2001,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2002,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2003,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2004,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2005,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2006,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2007,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2008,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2009,21.44
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2010,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2011,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2012,30.28
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2013,NA
CHILE,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2014,NA
CHILE,Pupil-teacher ratio. Secondary school,1990,NA
CHILE,Pupil-teacher ratio. Secondary school,1991,NA
CHILE,Pupil-teacher ratio. Secondary school,1992,NA
CHILE,Pupil-teacher ratio. Secondary school,1993,NA
CHILE,Pupil-teacher ratio. Secondary school,1994,NA
CHILE,Pupil-teacher ratio. Secondary school,1995,NA
CHILE,Pupil-teacher ratio. Secondary school,1996,NA
CHILE,Pupil-teacher ratio. Secondary school,1997,NA
CHILE,Pupil-teacher ratio. Secondary school,1998,NA
CHILE,Pupil-teacher ratio. Secondary school,1999,29.01
CHILE,Pupil-teacher ratio. Secondary school,2000,29.35
CHILE,Pupil-teacher ratio. Secondary school,2001,30.95
CHILE,Pupil-teacher ratio. Secondary school,2002,32.56
CHILE,Pupil-teacher ratio. Secondary school,2003,33.05
CHILE,Pupil-teacher ratio. Secondary school,2004,25.19
CHILE,Pupil-teacher ratio. Secondary school,2005,24.77
CHILE,Pupil-teacher ratio. Secondary school,2006,24.41
CHILE,Pupil-teacher ratio. Secondary school,2007,23.71
CHILE,Pupil-teacher ratio. Secondary school,2008,23.33
CHILE,Pupil-teacher ratio. Secondary school,2009,22.41
CHILE,Pupil-teacher ratio. Secondary school,2010,21.87
CHILE,Pupil-teacher ratio. Secondary school,2011,21.06
CHILE,Pupil-teacher ratio. Secondary school,2012,20.04
CHILE,Pupil-teacher ratio. Secondary school,2013,NA
CHILE,Pupil-teacher ratio. Secondary school,2014,NA
CHILE,Pupil-teacher ratio. Primary school,1990,NA
CHILE,Pupil-teacher ratio. Primary school,1991,NA
CHILE,Pupil-teacher ratio. Primary school,1992,NA
CHILE,Pupil-teacher ratio. Primary school,1993,NA
CHILE,Pupil-teacher ratio. Primary school,1994,NA
CHILE,Pupil-teacher ratio. Primary school,1995,NA
CHILE,Pupil-teacher ratio. Primary school,1996,NA
CHILE,Pupil-teacher ratio. Primary school,1997,NA
CHILE,Pupil-teacher ratio. Primary school,1998,33.23
CHILE,Pupil-teacher ratio. Primary school,1999,31.98
CHILE,Pupil-teacher ratio. Primary school,2000,32.23
CHILE,Pupil-teacher ratio. Primary school,2001,32.58
CHILE,Pupil-teacher ratio. Primary school,2002,32.93
CHILE,Pupil-teacher ratio. Primary school,2003,34.09
CHILE,Pupil-teacher ratio. Primary school,2004,27.3
CHILE,Pupil-teacher ratio. Primary school,2005,26.05
CHILE,Pupil-teacher ratio. Primary school,2006,25.74
CHILE,Pupil-teacher ratio. Primary school,2007,25.11
CHILE,Pupil-teacher ratio. Primary school,2008,24.64
CHILE,Pupil-teacher ratio. Primary school,2009,23.01
CHILE,Pupil-teacher ratio. Primary school,2010,23.41
CHILE,Pupil-teacher ratio. Primary school,2011,21.97
CHILE,Pupil-teacher ratio. Primary school,2012,21.16
CHILE,Pupil-teacher ratio. Primary school,2013,NA
CHILE,Pupil-teacher ratio. Primary school,2014,NA
CHILE,School life expectancy (Primary to tertiary),1990,NA
CHILE,School life expectancy (Primary to tertiary),1991,13.05
CHILE,School life expectancy (Primary to tertiary),1992,12.98
CHILE,School life expectancy (Primary to tertiary),1993,11.85
CHILE,School life expectancy (Primary to tertiary),1994,11.96
CHILE,School life expectancy (Primary to tertiary),1995,12.07
CHILE,School life expectancy (Primary to tertiary),1996,12.18
CHILE,School life expectancy (Primary to tertiary),1997,12.29
CHILE,School life expectancy (Primary to tertiary),1998,12.4
CHILE,School life expectancy (Primary to tertiary),1999,12.79
CHILE,School life expectancy (Primary to tertiary),2000,12.9
CHILE,School life expectancy (Primary to tertiary),2001,13.01
CHILE,School life expectancy (Primary to tertiary),2002,13.12
CHILE,School life expectancy (Primary to tertiary),2003,13.32
CHILE,School life expectancy (Primary to tertiary),2004,13.66
CHILE,School life expectancy (Primary to tertiary),2005,14.02
CHILE,School life expectancy (Primary to tertiary),2006,14.02
CHILE,School life expectancy (Primary to tertiary),2007,14.5
CHILE,School life expectancy (Primary to tertiary),2008,14.66
CHILE,School life expectancy (Primary to tertiary),2009,14.67
CHILE,School life expectancy (Primary to tertiary),2010,14.9
CHILE,School life expectancy (Primary to tertiary),2011,15.13
CHILE,School life expectancy (Primary to tertiary),2012,15.25
CHILE,School life expectancy (Primary to tertiary),2013,NA
CHILE,School life expectancy (Primary to tertiary),2014,NA
CHILE,Pre-primary entrance age,1990,5
CHILE,Pre-primary entrance age,1991,5
CHILE,Pre-primary entrance age,1992,5
CHILE,Pre-primary entrance age,1993,5
CHILE,Pre-primary entrance age,1994,5
CHILE,Pre-primary entrance age,1995,5
CHILE,Pre-primary entrance age,1996,5
CHILE,Pre-primary entrance age,1997,5
CHILE,Pre-primary entrance age,1998,4
CHILE,Pre-primary entrance age,1999,4
CHILE,Pre-primary entrance age,2000,4
CHILE,Pre-primary entrance age,2001,4
CHILE,Pre-primary entrance age,2002,4
CHILE,Pre-primary entrance age,2003,4
CHILE,Pre-primary entrance age,2004,4
CHILE,Pre-primary entrance age,2005,4
CHILE,Pre-primary entrance age,2006,4
CHILE,Pre-primary entrance age,2007,4
CHILE,Pre-primary entrance age,2008,4
CHILE,Pre-primary entrance age,2009,4
CHILE,Pre-primary entrance age,2010,4
CHILE,Pre-primary entrance age,2011,4
CHILE,Pre-primary entrance age,2012,4
CHILE,Pre-primary entrance age,2013,4
CHILE,Pre-primary entrance age,2014,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1990,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1991,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1992,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1993,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1994,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1995,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1996,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1997,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1998,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,1999,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2000,4.16
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2001,4.3
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2002,4.04
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2003,3.55
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2004,3.3
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2005,3
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2006,3.14
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2007,3.14
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2008,3.71
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2009,3.7
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2010,4.25
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2011,3.9
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2012,4.34
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2013,NA
CHILE,Total public expenditure on educational institutions as % of GDP - all levels,2014,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1990,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1991,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1992,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1993,9.79
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1994,11.18
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1995,11.73
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1996,12.28
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1997,12.84
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1998,13.39
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,1999,14.62
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2000,13.99
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2001,14.56
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2002,15.13
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2003,14.56
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2004,13.04
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2005,11.91
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2006,11.36
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2007,12.07
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2008,14.33
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2009,16.29
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2010,15.71
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2011,15.23
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2012,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2013,NA
CHILE,Public expenditure per pupil as % of GDP per capita. All levels,2014,NA
CHILE,Public expenditure on education as % of total government expenditure,1990,10.68
CHILE,Public expenditure on education as % of total government expenditure,1991,10.82
CHILE,Public expenditure on education as % of total government expenditure,1992,10.97
CHILE,Public expenditure on education as % of total government expenditure,1993,11.11
CHILE,Public expenditure on education as % of total government expenditure,1994,12.01
CHILE,Public expenditure on education as % of total government expenditure,1995,13.02
CHILE,Public expenditure on education as % of total government expenditure,1996,13.42
CHILE,Public expenditure on education as % of total government expenditure,1997,14.4
CHILE,Public expenditure on education as % of total government expenditure,1998,15.1
CHILE,Public expenditure on education as % of total government expenditure,1999,15.61
CHILE,Public expenditure on education as % of total government expenditure,2000,16.38
