Country,Index,Year,value
AUSTRALIA,Government responsibility for informing parents about school choice. Primary and lower secondary levels,2014,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1990,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1991,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1992,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1993,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1994,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1995,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1996,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1997,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1998,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,1999,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2000,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2001,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2002,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2003,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2004,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2005,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2006,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2007,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2008,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2009,28.94
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2010,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2011,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2012,35.72
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2013,#VALUE!
AUSTRALIA,Parental expectations are characterised by pressure on the school to achieve high academic standards among students,2014,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1990,11.58
AUSTRALIA,Pupil-teacher ratio. Secondary school,1991,11.61
AUSTRALIA,Pupil-teacher ratio. Secondary school,1992,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1993,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1994,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1995,12.58
AUSTRALIA,Pupil-teacher ratio. Secondary school,1996,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1997,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1998,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,1999,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2000,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2001,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2002,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2003,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2004,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2005,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2006,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2007,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2008,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2009,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2010,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2011,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2012,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2013,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Secondary school,2014,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,1990,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,1991,16.59
AUSTRALIA,Pupil-teacher ratio. Primary school,1992,16.57
AUSTRALIA,Pupil-teacher ratio. Primary school,1993,16.58
AUSTRALIA,Pupil-teacher ratio. Primary school,1994,17.37
AUSTRALIA,Pupil-teacher ratio. Primary school,1995,18.15
AUSTRALIA,Pupil-teacher ratio. Primary school,1996,18.07
AUSTRALIA,Pupil-teacher ratio. Primary school,1997,17.88
AUSTRALIA,Pupil-teacher ratio. Primary school,1998,17.88
AUSTRALIA,Pupil-teacher ratio. Primary school,1999,17.88
AUSTRALIA,Pupil-teacher ratio. Primary school,2000,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2001,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2002,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2003,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2004,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2005,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2006,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2007,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2008,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2009,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2010,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2011,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2012,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2013,#VALUE!
AUSTRALIA,Pupil-teacher ratio. Primary school,2014,#VALUE!
AUSTRALIA,School life expectancy (Primary to tertiary),1990,#VALUE!
AUSTRALIA,School life expectancy (Primary to tertiary),1991,#VALUE!
AUSTRALIA,School life expectancy (Primary to tertiary),1992,#VALUE!
AUSTRALIA,School life expectancy (Primary to tertiary),1993,17.35
AUSTRALIA,School life expectancy (Primary to tertiary),1994,17.33
AUSTRALIA,School life expectancy (Primary to tertiary),1995,18.82
AUSTRALIA,School life expectancy (Primary to tertiary),1996,19.35
AUSTRALIA,School life expectancy (Primary to tertiary),1997,20.08
AUSTRALIA,School life expectancy (Primary to tertiary),1998,19.89
AUSTRALIA,School life expectancy (Primary to tertiary),1999,20.19
AUSTRALIA,School life expectancy (Primary to tertiary),2000,20.29
AUSTRALIA,School life expectancy (Primary to tertiary),2001,19.95
AUSTRALIA,School life expectancy (Primary to tertiary),2002,20.53
AUSTRALIA,School life expectancy (Primary to tertiary),2003,20.62
AUSTRALIA,School life expectancy (Primary to tertiary),2004,20.15
AUSTRALIA,School life expectancy (Primary to tertiary),2005,20.01
AUSTRALIA,School life expectancy (Primary to tertiary),2006,18.68
AUSTRALIA,School life expectancy (Primary to tertiary),2007,18.74
AUSTRALIA,School life expectancy (Primary to tertiary),2008,18.76
AUSTRALIA,School life expectancy (Primary to tertiary),2009,19.11
AUSTRALIA,School life expectancy (Primary to tertiary),2010,19.49
AUSTRALIA,School life expectancy (Primary to tertiary),2011,19.86
AUSTRALIA,School life expectancy (Primary to tertiary),2012,20.22
AUSTRALIA,School life expectancy (Primary to tertiary),2013,#VALUE!
AUSTRALIA,School life expectancy (Primary to tertiary),2014,#VALUE!
AUSTRALIA,Pre-primary entrance age,1990,5
AUSTRALIA,Pre-primary entrance age,1991,5
AUSTRALIA,Pre-primary entrance age,1992,5
AUSTRALIA,Pre-primary entrance age,1993,5
AUSTRALIA,Pre-primary entrance age,1994,5
AUSTRALIA,Pre-primary entrance age,1995,4
AUSTRALIA,Pre-primary entrance age,1996,4
AUSTRALIA,Pre-primary entrance age,1997,4
AUSTRALIA,Pre-primary entrance age,1998,4
AUSTRALIA,Pre-primary entrance age,1999,4
AUSTRALIA,Pre-primary entrance age,2000,4
AUSTRALIA,Pre-primary entrance age,2001,4
AUSTRALIA,Pre-primary entrance age,2002,4
AUSTRALIA,Pre-primary entrance age,2003,4
AUSTRALIA,Pre-primary entrance age,2004,4
AUSTRALIA,Pre-primary entrance age,2005,4
AUSTRALIA,Pre-primary entrance age,2006,4
AUSTRALIA,Pre-primary entrance age,2007,4
AUSTRALIA,Pre-primary entrance age,2008,4
AUSTRALIA,Pre-primary entrance age,2009,4
AUSTRALIA,Pre-primary entrance age,2010,4
AUSTRALIA,Pre-primary entrance age,2011,4
AUSTRALIA,Pre-primary entrance age,2012,4
AUSTRALIA,Pre-primary entrance age,2013,4
AUSTRALIA,Pre-primary entrance age,2014,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1990,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1991,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1992,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1993,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1994,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1995,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1996,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1997,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1998,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,1999,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2000,4.57
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2001,4.53
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2002,4.44
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2003,4.28
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2004,4.31
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2005,4.27
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2006,4.14
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2007,3.83
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2008,3.74
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2009,4.47
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2010,4.61
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2011,4.31
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2012,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2013,#VALUE!
AUSTRALIA,Total public expenditure on educational institutions as % of GDP - all levels,2014,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1990,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1991,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1992,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1993,20.2
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1994,19.45
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1995,17.47
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1996,17.7
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1997,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1998,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,1999,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2000,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2001,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2002,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2003,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2004,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2005,17.18
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2006,17.78
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2007,17.47
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2008,17.44
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2009,19.01
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2010,20.52
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2011,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2012,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2013,#VALUE!
AUSTRALIA,Public expenditure per pupil as % of GDP per capita. All levels,2014,#VALUE!
AUSTRALIA,Public expenditure on education as % of total government expenditure,1990,15.15
AUSTRALIA,Public expenditure on education as % of total government expenditure,1991,15.55
AUSTRALIA,Public expenditure on education as % of total government expenditure,1992,14.35
AUSTRALIA,Public expenditure on education as % of total government expenditure,1993,16.08
AUSTRALIA,Public expenditure on education as % of total government expenditure,1994,15.25
AUSTRALIA,Public expenditure on education as % of total government expenditure,1995,14.89
AUSTRALIA,Public expenditure on education as % of total government expenditure,1996,15.29
AUSTRALIA,Public expenditure on education as % of total government expenditure,1997,14.86
AUSTRALIA,Public expenditure on education as % of total government expenditure,1998,14.44
AUSTRALIA,Public expenditure on education as % of total government expenditure,1999,14.01
AUSTRALIA,Public expenditure on education as % of total government expenditure,2000,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2001,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2002,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2003,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2004,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2005,13.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2006,13.16
AUSTRALIA,Public expenditure on education as % of total government expenditure,2007,13.01
AUSTRALIA,Public expenditure on education as % of total government expenditure,2008,12.59
AUSTRALIA,Public expenditure on education as % of total government expenditure,2009,13.4
AUSTRALIA,Public expenditure on education as % of total government expenditure,2010,14.33
AUSTRALIA,Public expenditure on education as % of total government expenditure,2011,13.53
AUSTRALIA,Public expenditure on education as % of total government expenditure,2012,#VALUE!
AUSTRALIA,Public expenditure on education as % of total government expenditure,2013,#VALUE!
AUSTRALIA,Public expenditure on education as % of total government expenditure,2014,#VALUE!
AUSTRIA,Health Index,1990,0.85
AUSTRIA,Health Index,1991,0.86
AUSTRIA,Health Index,1992,0.87
AUSTRIA,Health Index,1993,0.88
AUSTRIA,Health Index,1994,0.89
AUSTRIA,Health Index,1995,0.89
AUSTRIA,Health Index,1996,0.89
AUSTRIA,Health Index,1997,0.89
AUSTRIA,Health Index,1998,0.89
AUSTRIA,Health Index,1999,0.89
AUSTRIA,Health Index,2000,0.89
AUSTRIA,Health Index,2001,0.9
AUSTRIA,Health Index,2002,0.9
AUSTRIA,Health Index,2003,0.91
AUSTRIA,Health Index,2004,0.91
AUSTRIA,Health Index,2005,0.92
AUSTRIA,Health Index,2006,0.92
AUSTRIA,Health Index,2007,0.92
AUSTRIA,Health Index,2008,0.93
AUSTRIA,Health Index,2009,0.93
AUSTRIA,Health Index,2010,0.93
AUSTRIA,Health Index,2011,0.94
AUSTRIA,Health Index,2012,0.94
AUSTRIA,Health Index,2013,0.94
AUSTRIA,Health Index,2014,#VALUE!
AUSTRIA,Recorded unemployment (%),1990,#VALUE!
AUSTRIA,Recorded unemployment (%),1991,#VALUE!
AUSTRIA,Recorded unemployment (%),1992,#VALUE!
AUSTRIA,Recorded unemployment (%),1993,#VALUE!
AUSTRIA,Recorded unemployment (%),1994,3.83
AUSTRIA,Recorded unemployment (%),1995,3.94
AUSTRIA,Recorded unemployment (%),1996,4.33
AUSTRIA,Recorded unemployment (%),1997,4.4
AUSTRIA,Recorded unemployment (%),1998,4.47
AUSTRIA,Recorded unemployment (%),1999,3.94
AUSTRIA,Recorded unemployment (%),2000,3.63
AUSTRIA,Recorded unemployment (%),2001,3.63
AUSTRIA,Recorded unemployment (%),2002,4.18
AUSTRIA,Recorded unemployment (%),2003,4.29
AUSTRIA,Recorded unemployment (%),2004,4.93
AUSTRIA,Recorded unemployment (%),2005,5.18
AUSTRIA,Recorded unemployment (%),2006,4.73
AUSTRIA,Recorded unemployment (%),2007,4.43
AUSTRIA,Recorded unemployment (%),2008,3.8
AUSTRIA,Recorded unemployment (%),2009,4.78
AUSTRIA,Recorded unemployment (%),2010,4.4
AUSTRIA,Recorded unemployment (%),2011,4.16
AUSTRIA,Recorded unemployment (%),2012,4.38
AUSTRIA,Recorded unemployment (%),2013,4.93
AUSTRIA,Recorded unemployment (%),2014,6.2
AUSTRIA,Average annual gross wage (US$),1990,21933.6
AUSTRIA,Average annual gross wage (US$),1991,22706.4
AUSTRIA,Average annual gross wage (US$),1992,24931.2
AUSTRIA,Average annual gross wage (US$),1993,23221.2
AUSTRIA,Average annual gross wage (US$),1994,24391.2
AUSTRIA,Average annual gross wage (US$),1995,27260.4
AUSTRIA,Average annual gross wage (US$),1996,26828.4
AUSTRIA,Average annual gross wage (US$),1997,24249.6
AUSTRIA,Average annual gross wage (US$),1998,24607.2
AUSTRIA,Average annual gross wage (US$),1999,23935.2
AUSTRIA,Average annual gross wage (US$),2000,21433.2
AUSTRIA,Average annual gross wage (US$),2001,21505.2
AUSTRIA,Average annual gross wage (US$),2002,23218.8
AUSTRIA,Average annual gross wage (US$),2003,28180.8
AUSTRIA,Average annual gross wage (US$),2004,31507.2
AUSTRIA,Average annual gross wage (US$),2005,32048.4
AUSTRIA,Average annual gross wage (US$),2006,33220.8
AUSTRIA,Average annual gross wage (US$),2007,37567.2
AUSTRIA,Average annual gross wage (US$),2008,41869.2
AUSTRIA,Average annual gross wage (US$),2009,40530
AUSTRIA,Average annual gross wage (US$),2010,38769.6
AUSTRIA,Average annual gross wage (US$),2011,41683.2
AUSTRIA,Average annual gross wage (US$),2012,39840
AUSTRIA,Average annual gross wage (US$),2013,42120
AUSTRIA,Average annual gross wage (US$),2014,43200
AUSTRIA,Labour force. Tertiary attainment (%),1990,#VALUE!
AUSTRIA,Labour force. Tertiary attainment (%),1991,7.1
AUSTRIA,Labour force. Tertiary attainment (%),1992,7.43
AUSTRIA,Labour force. Tertiary attainment (%),1993,7.77
AUSTRIA,Labour force. Tertiary attainment (%),1994,8.1
AUSTRIA,Labour force. Tertiary attainment (%),1995,8.6
AUSTRIA,Labour force. Tertiary attainment (%),1996,8.7
AUSTRIA,Labour force. Tertiary attainment (%),1997,8.9
AUSTRIA,Labour force. Tertiary attainment (%),1998,8.9
AUSTRIA,Labour force. Tertiary attainment (%),1999,14.9
AUSTRIA,Labour force. Tertiary attainment (%),2000,15.2
AUSTRIA,Labour force. Tertiary attainment (%),2001,15.5
AUSTRIA,Labour force. Tertiary attainment (%),2002,17.6
AUSTRIA,Labour force. Tertiary attainment (%),2003,17.2
AUSTRIA,Labour force. Tertiary attainment (%),2004,19.4
AUSTRIA,Labour force. Tertiary attainment (%),2005,18.1
AUSTRIA,Labour force. Tertiary attainment (%),2006,17.8
AUSTRIA,Labour force. Tertiary attainment (%),2007,17.6
AUSTRIA,Labour force. Tertiary attainment (%),2008,17.8
AUSTRIA,Labour force. Tertiary attainment (%),2009,18.9
AUSTRIA,Labour force. Tertiary attainment (%),2010,19.1
AUSTRIA,Labour force. Tertiary attainment (%),2011,19.3
AUSTRIA,Labour force. Tertiary attainment (%),2012,20
AUSTRIA,Labour force. Tertiary attainment (%),2013,#VALUE!
AUSTRIA,Labour force. Tertiary attainment (%),2014,#VALUE!
AUSTRIA,GDP per capita (US$PPP),1990,19512.9
AUSTRIA,GDP per capita (US$PPP),1991,20650.8
AUSTRIA,GDP per capita (US$PPP),1992,21327.1
AUSTRIA,GDP per capita (US$PPP),1993,21770
AUSTRIA,GDP per capita (US$PPP),1994,22678.1
AUSTRIA,GDP per capita (US$PPP),1995,23732.6
AUSTRIA,GDP per capita (US$PPP),1996,24598.3
AUSTRIA,GDP per capita (US$PPP),1997,25552.1
AUSTRIA,GDP per capita (US$PPP),1998,26742.7
AUSTRIA,GDP per capita (US$PPP),1999,27752.4
AUSTRIA,GDP per capita (US$PPP),2000,29574.4
AUSTRIA,GDP per capita (US$PPP),2001,29848.1
AUSTRIA,GDP per capita (US$PPP),2002,31254.4
AUSTRIA,GDP per capita (US$PPP),2003,32215.6
AUSTRIA,GDP per capita (US$PPP),2004,33798
AUSTRIA,GDP per capita (US$PPP),2005,34668.3
AUSTRIA,GDP per capita (US$PPP),2006,37579.2
AUSTRIA,GDP per capita (US$PPP),2007,39126.3
AUSTRIA,GDP per capita (US$PPP),2008,40994.2
AUSTRIA,GDP per capita (US$PPP),2009,40425.7
AUSTRIA,GDP per capita (US$PPP),2010,41538.1
AUSTRIA,GDP per capita (US$PPP),2011,43744.1
AUSTRIA,GDP per capita (US$PPP),2012,44630.9
AUSTRIA,GDP per capita (US$PPP),2013,44957
AUSTRIA,GDP per capita (US$PPP),2014,45660
AUSTRIA,Corruption Perceptions Index,1990,#VALUE!
AUSTRIA,Corruption Perceptions Index,1991,#VALUE!
AUSTRIA,Corruption Perceptions Index,1992,#VALUE!
AUSTRIA,Corruption Perceptions Index,1993,#VALUE!
AUSTRIA,Corruption Perceptions Index,1994,#VALUE!
AUSTRIA,Corruption Perceptions Index,1995,#VALUE!
AUSTRIA,Corruption Perceptions Index,1996,#VALUE!
AUSTRIA,Corruption Perceptions Index,1997,#VALUE!
AUSTRIA,Corruption Perceptions Index,1998,7.5
AUSTRIA,Corruption Perceptions Index,1999,7.6
AUSTRIA,Corruption Perceptions Index,2000,7.7
AUSTRIA,Corruption Perceptions Index,2001,7.8
AUSTRIA,Corruption Perceptions Index,2002,7.8
AUSTRIA,Corruption Perceptions Index,2003,8
AUSTRIA,Corruption Perceptions Index,2004,8.4
AUSTRIA,Corruption Perceptions Index,2005,8.7
AUSTRIA,Corruption Perceptions Index,2006,8.6
AUSTRIA,Corruption Perceptions Index,2007,8.1
AUSTRIA,Corruption Perceptions Index,2008,8.1
AUSTRIA,Corruption Perceptions Index,2009,7.9
AUSTRIA,Corruption Perceptions Index,2010,7.9
AUSTRIA,Corruption Perceptions Index,2011,7.5
AUSTRIA,Corruption Perceptions Index,2012,6.9
AUSTRIA,Corruption Perceptions Index,2013,6.9
AUSTRIA,Corruption Perceptions Index,2014,7.78
AUSTRIA,"Number of jailed population per 100,000 people",1990,#VALUE!
AUSTRIA,"Number of jailed population per 100,000 people",1991,#VALUE!
AUSTRIA,"Number of jailed population per 100,000 people",1992,90
AUSTRIA,"Number of jailed population per 100,000 people",1993,88
AUSTRIA,"Number of jailed population per 100,000 people",1994,86
AUSTRIA,"Number of jailed population per 100,000 people",1995,84
AUSTRIA,"Number of jailed population per 100,000 people",1996,85.33
AUSTRIA,"Number of jailed population per 100,000 people",1997,86.67
AUSTRIA,"Number of jailed population per 100,000 people",1998,88
AUSTRIA,"Number of jailed population per 100,000 people",1999,86.5
AUSTRIA,"Number of jailed population per 100,000 people",2000,85
AUSTRIA,"Number of jailed population per 100,000 people",2001,87
AUSTRIA,"Number of jailed population per 100,000 people",2002,93.5
AUSTRIA,"Number of jailed population per 100,000 people",2003,100
AUSTRIA,"Number of jailed population per 100,000 people",2004,103
AUSTRIA,"Number of jailed population per 100,000 people",2005,106
AUSTRIA,"Number of jailed population per 100,000 people",2006,105
AUSTRIA,"Number of jailed population per 100,000 people",2007,108
AUSTRIA,"Number of jailed population per 100,000 people",2008,95
AUSTRIA,"Number of jailed population per 100,000 people",2009,99
AUSTRIA,"Number of jailed population per 100,000 people",2010,103
AUSTRIA,"Number of jailed population per 100,000 people",2011,103
AUSTRIA,"Number of jailed population per 100,000 people",2012,103
AUSTRIA,"Number of jailed population per 100,000 people",2013,#VALUE!
AUSTRIA,"Number of jailed population per 100,000 people",2014,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1990,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1991,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1992,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1993,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1994,#VALUE!
AUSTRIA,"Homicide per 100,000 people",1995,1.03
AUSTRIA,"Homicide per 100,000 people",1996,1.24
AUSTRIA,"Homicide per 100,000 people",1997,0.83
AUSTRIA,"Homicide per 100,000 people",1998,0.97
AUSTRIA,"Homicide per 100,000 people",1999,0.75
AUSTRIA,"Homicide per 100,000 people",2000,1
AUSTRIA,"Homicide per 100,000 people",2001,0.9
AUSTRIA,"Homicide per 100,000 people",2002,0.8
AUSTRIA,"Homicide per 100,000 people",2003,0.6
AUSTRIA,"Homicide per 100,000 people",2004,0.7
AUSTRIA,"Homicide per 100,000 people",2005,0.7
AUSTRIA,"Homicide per 100,000 people",2006,0.7
AUSTRIA,"Homicide per 100,000 people",2007,0.5
AUSTRIA,"Homicide per 100,000 people",2008,0.5
AUSTRIA,"Homicide per 100,000 people",2009,0.5
AUSTRIA,"Homicide per 100,000 people",2010,0.6
AUSTRIA,"Homicide per 100,000 people",2011,0.8
AUSTRIA,"Homicide per 100,000 people",2012,0.9
AUSTRIA,"Homicide per 100,000 people",2013,#VALUE!
AUSTRIA,"Homicide per 100,000 people",2014,#VALUE!
AUSTRIA,Human Development Index,1990,0.79
AUSTRIA,Human Development Index,1991,0.79
AUSTRIA,Human Development Index,1992,0.8
AUSTRIA,Human Development Index,1993,0.8
AUSTRIA,Human Development Index,1994,0.81
AUSTRIA,Human Development Index,1995,0.81
AUSTRIA,Human Development Index,1996,0.82
AUSTRIA,Human Development Index,1997,0.82
AUSTRIA,Human Development Index,1998,0.83
AUSTRIA,Human Development Index,1999,0.83
AUSTRIA,Human Development Index,2000,0.84
AUSTRIA,Human Development Index,2001,0.84
AUSTRIA,Human Development Index,2002,0.84
AUSTRIA,Human Development Index,2003,0.84
AUSTRIA,Human Development Index,2004,0.85
AUSTRIA,Human Development Index,2005,0.85
AUSTRIA,Human Development Index,2006,0.86
AUSTRIA,Human Development Index,2007,0.86
AUSTRIA,Human Development Index,2008,0.87
AUSTRIA,Human Development Index,2009,0.87
AUSTRIA,Human Development Index,2010,0.88
AUSTRIA,Human Development Index,2011,0.88
AUSTRIA,Human Development Index,2012,0.88
AUSTRIA,Human Development Index,2013,0.88
AUSTRIA,Human Development Index,2014,#VALUE!
AUSTRIA,Gini index,1990,#VALUE!
AUSTRIA,Gini index,1991,#VALUE!
AUSTRIA,Gini index,1992,#VALUE!
AUSTRIA,Gini index,1993,#VALUE!
AUSTRIA,Gini index,1994,#VALUE!
AUSTRIA,Gini index,1995,#VALUE!
AUSTRIA,Gini index,1996,#VALUE!
AUSTRIA,Gini index,1997,#VALUE!
AUSTRIA,Gini index,1998,#VALUE!
AUSTRIA,Gini index,1999,#VALUE!
AUSTRIA,Gini index,2000,29.15
AUSTRIA,Gini index,2001,#VALUE!
AUSTRIA,Gini index,2002,#VALUE!
AUSTRIA,Gini index,2003,#VALUE!
AUSTRIA,Gini index,2004,#VALUE!
AUSTRIA,Gini index,2005,#VALUE!
AUSTRIA,Gini index,2006,#VALUE!
AUSTRIA,Gini index,2007,#VALUE!
AUSTRIA,Gini index,2008,#VALUE!
AUSTRIA,Gini index,2009,#VALUE!
AUSTRIA,Gini index,2010,#VALUE!
